timestamp,x,y,theta,linear_speed,angular_speed,angular_cmd,speed_cmd,cte,safety_flag
1765903343.001985,0.0,0.0,0.0,1.25,-0.24679049066820793,-0.24679049066820793,1.25,0.30084516888573054,0
1765903343.0066755,0.0,0.0,0.0,0.5,-0.4133704658536167,-0.4133704658536167,0.5,0.3023860369409833,0
1765903343.0164075,0.0,0.0,0.0,1.25,-0.24845689090031434,-0.24845689090031434,1.25,0.3023860369409833,0
1765903343.0168211,0.0,0.0,0.0,1.25,-0.24847311215139956,-0.24847311215139956,1.25,0.3023860369409833,0
1765903343.019504,0.0,0.0,0.0,0.5,0.3782879854661711,0.3782879854661711,0.5,0.29920674505687894,0
1765903343.0223367,0.0,0.0,0.0,1.25,-0.24609084194521022,-0.24609084194521022,1.25,0.29920674505687894,0
1765903343.026749,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,0.3046883458182925,0
1765903343.0307102,0.0,0.0,0.0,1.25,-0.2507304179090344,-0.2507304179090344,1.25,0.3046883458182925,0
1765903343.035091,0.0,0.0,0.0,1.25,-0.2508631010106019,-0.2508631010106019,1.25,0.3046883458182925,0
1765903343.040966,0.0,0.0,0.0,2.0,-0.13325863337191285,-0.13325863337191285,2.0,0.30344078938166297,0
1765903343.0430968,0.0,0.0,0.0,1.25,-0.2501103374747244,-0.2501103374747244,1.25,0.30344078938166297,0
1765903343.0728078,0.0,0.0,0.0,1.25,-0.1818198440539533,-0.1818198440539533,1.25,0.2995217726344154,0
1765903343.0819988,0.0,0.0,0.0,1.25,-0.24813334809463164,-0.24813334809463164,1.25,0.2995217726344154,0
1765903343.082635,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.29009710607074557,0
1765903343.0836072,0.0,0.0,0.0,1.25,-0.24063399310204905,-0.24063399310204905,1.25,0.29009710607074557,0
1765903343.087709,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.2488963916188195,0
1765903343.0897608,0.0,0.0,0.0,1.25,-0.2078357265428916,-0.2078357265428916,1.25,0.2488963916188195,0
1765903343.0960798,0.0,0.0,0.0,1.25,-0.20798037744187506,-0.20798037744187506,1.25,0.2488963916188195,0
1765903343.101464,0.0,0.0,0.0,0.5,-0.32196764709286385,-0.32196764709286385,0.5,0.25012983878453576,0
1765903343.103694,0.0,0.0,0.0,1.25,-0.20915208306306618,-0.20915208306306618,1.25,0.25012983878453576,0
1765903343.107509,0.0,0.0,0.0,2.0,0.1205409085921656,0.1205409085921656,2.0,0.2471436460812887,0
1765903343.1098807,0.0,0.0,0.0,1.25,-0.2069283095318819,-0.2069283095318819,1.25,0.2471436460812887,0
1765903343.1289604,0.0,0.0,0.0,0.5,-0.3248304287506441,-0.3248304287506441,0.5,0.2515500216257005,0
1765903343.1297505,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,0.25210843199775335,0
1765903343.1306465,0.0,0.0,0.0,1.25,-0.2114234464354576,-0.2114234464354576,1.25,0.25210843199775335,0
1765903343.1344752,0.0,0.0,0.0,1.25,-0.21152475734714454,-0.21152475734714454,1.25,0.25210843199775335,0
1765903343.138579,0.0,0.0,0.0,0.5,0.46401719941605873,0.46401719941605873,0.5,0.24647791328884305,0
1765903343.1468394,0.0,0.0,0.0,1.25,-0.20730988298712671,-0.20730988298712671,1.25,0.24647791328884305,0
1765903343.150905,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,0.2508706081481207,0
1765903343.1551228,0.0,0.0,0.0,1.25,-0.21104688123999904,-0.21104688123999904,1.25,0.2508706081481207,0
1765903343.159938,0.0,0.0,0.0,2.0,-0.08206101733707008,-0.08206101733707008,2.0,0.24962162687664935,0
1765903343.162051,0.0,0.0,0.0,1.25,-0.21022255558016142,-0.21022255558016142,1.25,0.24962162687664935,0
1765903343.1673563,0.0,0.0,0.0,2.0,-0.027551392311241096,-0.027551392311241096,2.0,0.24770320029485793,0
1765903343.1713781,0.0,0.0,0.0,1.25,-0.20890511471200157,-0.20890511471200157,1.25,0.24770320029485793,0
1765903343.1752121,0.0,0.0,0.0,1.25,-0.2090056888597272,-0.2090056888597272,1.25,0.24770320029485793,0
1765903343.1787422,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,0.25194062789281213,0
1765903343.1833487,0.0,0.0,0.0,1.25,-0.21260772866803324,-0.21260772866803324,1.25,0.25194062789281213,0
1765903343.186676,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.23015092384247549,0
1765903343.1908064,0.0,0.0,0.0,1.25,-0.1953486648798326,-0.1953486648798326,1.25,0.23015092384247549,0
1765903343.1954656,0.0,0.0,0.0,1.25,-0.1954379365535118,-0.1954379365535118,1.25,0.23015092384247549,0
1765903343.197363,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.20153480768203735,0
1765903343.207402,0.0,0.0,0.0,2.0,-0.17273759295749969,-0.17273759295749969,2.0,0.20153480768203735,0
1765903343.2085965,0.0,0.0,0.0,1.25,-0.2209075653525678,-0.2209075653525678,1.25,0.2018999542508807,0
1765903343.2111502,0.0,0.0,0.0,2.0,-0.17316445927748106,-0.17316445927748106,2.0,0.2018999542508807,0
1765903343.2164712,0.0,0.0,0.0,2.0,-0.17327569837800366,-0.17327569837800366,2.0,0.2018999542508807,0
1765903343.2242413,0.0,0.0,0.0,2.0,-0.13527615074494595,-0.13527615074494595,2.0,0.2013414246695382,0
1765903343.2268722,0.0,0.0,0.0,2.0,-0.17299973850033484,-0.17299973850033484,2.0,0.2013414246695382,0
1765903343.2274919,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.19697338626498273,0
1765903343.2350516,0.0,0.0,0.0,2.0,-0.1696925128552132,-0.1696925128552132,2.0,0.19697338626498273,0
1765903343.240802,0.0,0.0,0.0,2.0,-0.1698170845611283,-0.1698170845611283,2.0,0.19697338626498273,0
1765903343.2483113,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,0.20133348873683388,0
1765903343.2487838,0.0,0.0,0.0,2.0,-0.17346886174603582,-0.17346886174603582,2.0,0.20133348873683388,0
1765903343.2490604,0.0,0.0,0.0,1.25,-0.18114542954740978,-0.18114542954740978,1.25,0.20133883612496517,0
1765903343.2519174,0.0,0.0,0.0,2.0,-0.17353570186116923,-0.17353570186116923,2.0,0.20133883612496517,0
1765903343.255484,0.0,0.0,0.0,2.0,-0.17360449964500518,-0.17360449964500518,2.0,0.20133883612496517,0
1765903343.258091,0.0,0.0,0.0,0.5,0.4094869245918977,0.4094869245918977,0.5,0.1984051636287144,0
1765903343.2624173,0.0,0.0,0.0,2.0,-0.171396515612276,-0.171396515612276,2.0,0.1984051636287144,0
1765903343.2741606,0.0,0.0,0.0,2.0,0.11410001162142303,0.11410001162142303,2.0,0.1918069918950399,0
1765903343.2746644,0.0,0.0,0.0,2.0,-0.1663538416539522,-0.1663538416539522,2.0,0.1918069918950399,0
1765903343.275013,0.0,0.0,0.0,2.0,-0.1663621142743521,-0.1663621142743521,2.0,0.1918069918950399,0
1765903343.279687,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.16826077586128596,0
1765903343.2826931,0.0,0.0,0.0,2.0,-0.14765158863990216,-0.14765158863990216,2.0,0.16826077586128596,0
1765903343.2867665,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.1453703755424136,0
1765903343.2905242,0.0,0.0,0.0,2.0,-0.12945301575158855,-0.12945301575158855,2.0,0.1453703755424136,0
1765903343.2942865,0.0,0.0,0.0,2.0,-0.1295089796362732,-0.1295089796362732,2.0,0.1453703755424136,0
1765903343.3039296,0.0,0.0,0.0,1.25,-0.20339862323237975,-0.20339862323237975,1.25,0.14677084343773983,0
1765903343.3091922,0.0,0.0,0.0,0.5,-0.5843664817643742,-0.5843664817643742,0.5,0.15142736548469182,0
1765903343.3102798,0.0,0.0,0.0,2.0,-0.1345925937720664,-0.1345925937720664,2.0,0.15142736548469182,0
1765903343.3151257,0.0,0.0,0.0,2.0,-0.13466395876453083,-0.13466395876453083,2.0,0.15142736548469182,0
1765903343.3184037,0.0,0.0,0.0,0.5,-0.3453849498211181,-0.3453849498211181,0.5,0.1528522003264654,0
1765903343.3229249,0.0,0.0,0.0,2.0,-0.1359251119353212,-0.1359251119353212,2.0,0.1528522003264654,0
1765903343.3270705,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.13756989865075975,0
1765903343.3388195,0.0,0.0,0.0,2.0,-0.12391243600392138,-0.12391243600392138,2.0,0.13756989865075975,0
1765903343.3396935,0.0,0.0,0.0,2.0,-0.12392764828204768,-0.12392764828204768,2.0,0.13756989865075975,0
1765903343.3401806,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.10956499973932898,0
1765903343.3465803,0.0,0.0,0.0,2.0,-0.10157268501447425,-0.10157268501447425,2.0,0.10956499973932898,0
1765903343.3551486,0.0,0.0,0.0,0.5,0.46021417633765827,0.46021417633765827,0.5,0.09766963266191031,0
1765903343.3597543,0.0,0.0,0.0,1.25,-0.21440999979169156,-0.21440999979169156,1.25,0.09883860179356163,0
1765903343.3785136,0.0,0.0,0.0,2.0,-0.0933310949861135,-0.0933310949861135,2.0,0.09883860179356163,0
1765903343.3788362,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.09653838475545251,0
1765903343.3791103,0.0,0.0,0.0,2.0,-0.09149811172413493,-0.09149811172413493,2.0,0.09653838475545251,0
1765903343.3794012,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.07918629476002281,0
1765903343.3824663,0.0,0.0,0.0,2.0,-0.0776413889657399,-0.0776413889657399,2.0,0.07918629476002281,0
1765903343.3870213,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.06993281557446429,0
1765903343.390568,0.0,0.0,0.0,2.0,-0.07029543983542527,-0.07029543983542527,2.0,0.06993281557446429,0
1765903343.3992965,0.0,0.0,0.0,2.0,-0.07035630898792775,-0.07035630898792775,2.0,0.06993281557446429,0
1765903343.399752,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.049318222772507414,0
1765903343.4013734,0.0,0.0,0.0,2.0,-0.053875575919507965,-0.053875575919507965,2.0,0.049318222772507414,0
1765903343.4084408,0.0,0.0,0.0,2.0,-0.060018649955756835,-0.060018649955756835,2.0,0.04940176293963483,0
1765903343.4095347,0.0,0.0,0.0,2.0,-0.053981915998611185,-0.053981915998611185,2.0,0.04940176293963483,0
1765903343.4147167,0.0,0.0,0.0,2.0,-0.05400797312755352,-0.05400797312755352,2.0,0.04940176293963483,0
1765903343.418707,0.0,0.0,0.0,1.25,0.22649421092207778,0.22649421092207778,1.25,0.0472166736920675,0
1765903343.4230106,0.0,0.0,0.0,2.0,-0.05229886448215555,-0.05229886448215555,2.0,0.0472166736920675,0
1765903343.434258,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.023882286889212456,0
1765903343.4348729,0.0,0.0,0.0,2.0,-0.03365998152887553,-0.03365998152887553,2.0,0.023882286889212456,0
1765903343.4351318,0.0,0.0,0.0,2.0,-0.03366077014523099,-0.03366077014523099,2.0,0.023882286889212456,0
1765903343.4441137,0.0,0.0,0.0,0.5,0.6,0.6,0.5,0.004120199453263029,0
1765903343.4467485,0.0,0.0,0.0,0.5,0.4543729985286524,0.4543729985286524,0.5,0.0015185503732590977,0
1765903343.45031,0.0,0.0,0.0,2.0,-0.015774345549350158,-0.015774345549350158,2.0,0.0015185503732590977,0
1765903343.4532013,0.0,0.0,0.0,2.0,-0.01577478772177516,-0.01577478772177516,2.0,0.0015185503732590977,0
1765903343.4709926,0.0,0.0,0.0,1.25,0.26610935606653385,0.26610935606653385,1.25,-0.00819485244296847,0
1765903343.474264,0.0,0.0,0.0,2.0,-0.007986922978442054,-0.007986922978442054,2.0,-0.00819485244296847,0
1765903343.4783962,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.022810609567732953,0
1765903343.4824061,0.0,0.0,0.0,0.5,0.0037245683631315293,0.0037245683631315293,0.5,-0.022810609567732953,0
1765903343.4867454,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.043578485647837395,0
1765903343.497678,0.0,0.0,0.0,0.5,0.02040498029216822,0.02040498029216822,0.5,-0.043578485647837395,0
1765903343.4986632,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.05065360523405538,0
1765903343.5014849,0.0,0.0,0.0,0.5,0.026084183811742212,0.026084183811742212,0.5,-0.05065360523405538,0
1765903343.507275,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.06264147872016546,0
1765903343.5098066,0.0,0.0,0.0,0.5,0.03572748952055635,0.03572748952055635,0.5,-0.06264147872016546,0
1765903343.5144072,0.0,0.0,0.0,0.5,0.03575548497626508,0.03575548497626508,0.5,-0.06264147872016546,0
1765903343.51706,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.07020135152907603,0
1765903343.5279663,0.0,0.0,0.0,0.5,0.04189843773436936,0.04189843773436936,0.5,-0.07020135152907603,0
1765903343.529166,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.07919741244543177,0
1765903343.5295243,0.0,0.0,0.0,0.5,0.04910882873434873,0.04910882873434873,0.5,-0.07919741244543177,0
1765903343.5343237,0.0,0.0,0.0,0.5,0.04914576218951633,0.04914576218951633,0.5,-0.07919741244543177,0
1765903343.5374901,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.08369537194569898,0
1765903343.5416617,0.0,0.0,0.0,0.5,0.052805863124316336,0.052805863124316336,0.5,-0.08369537194569898,0
1765903343.5465322,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.09996481168837779,0
1765903343.550058,0.0,0.0,0.0,0.5,0.06590619056542621,0.06590619056542621,0.5,-0.09996481168837779,0
1765903343.5606866,0.0,0.0,0.0,0.5,0.06601165127958519,0.06601165127958519,0.5,-0.09996481168837779,0
1765903343.561007,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.10476027783893405,0
1765903343.561647,0.0,0.0,0.0,0.5,0.06985861685946346,0.06985861685946346,0.5,-0.10476027783893405,0
1765903343.5670006,0.0,0.0,0.0,0.5,-0.26995115336690145,-0.26995115336690145,0.5,-0.10116456236158089,0
1765903343.5699892,0.0,0.0,0.0,0.5,0.06706695721680869,0.06706695721680869,0.5,-0.10116456236158089,0
1765903343.5729961,0.0,0.0,0.0,0.5,0.06709705113094999,0.06709705113094999,0.5,-0.10116456236158089,0
1765903343.5782278,0.0,0.0,0.0,0.5,-0.11318974655949285,-0.11318974655949285,0.5,-0.09930531183878588,0
1765903343.5828018,0.0,0.0,0.0,0.5,0.06570552050867957,0.06570552050867957,0.5,-0.09930531183878588,0
1765903343.5926075,0.0,0.0,0.0,0.5,0.38996149976865596,0.38996149976865596,0.5,-0.10504946822211858,0
1765903343.5939085,0.0,0.0,0.0,0.5,0.07041724321042121,0.07041724321042121,0.5,-0.10504946822211858,0
1765903343.5943823,0.0,0.0,0.0,0.5,0.07042331429899683,0.07042331429899683,0.5,-0.10504946822211858,0
1765903343.5976682,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.10971705118815112,0
1765903343.602238,0.0,0.0,0.0,0.5,0.07424392111344219,0.07424392111344219,0.5,-0.10971705118815112,0
1765903343.6065412,0.0,0.0,0.0,0.5,0.20215033441579133,0.20215033441579133,0.5,-0.11081726778121226,0
1765903343.6104906,0.0,0.0,0.0,0.5,0.07521458067088278,0.07521458067088278,0.5,-0.11081726778121226,0
1765903343.6145523,0.0,0.0,0.0,0.5,0.07526060587088614,0.07526060587088614,0.5,-0.11081726778121226,0
1765903343.6247966,0.0,0.0,0.0,0.5,0.3177879811174663,0.3177879811174663,0.5,-0.11569163345155253,0
1765903343.625123,0.0,0.0,0.0,0.5,0.07928325389951127,0.07928325389951127,0.5,-0.11569163345155253,0
1765903343.626176,0.0,0.0,0.0,0.5,0.20058180883689905,0.20058180883689905,0.5,-0.11593766439528697,0
1765903343.6302571,0.0,0.0,0.0,0.5,0.0795378055665975,0.0795378055665975,0.5,-0.11593766439528697,0
1765903343.634312,0.0,0.0,0.0,0.5,0.07958563398835786,0.07958563398835786,0.5,-0.11593766439528697,0
1765903343.6382425,0.0,0.0,0.0,0.5,-0.11298103258434938,-0.11298103258434938,0.5,-0.11440921397436243,0
1765903343.6424387,0.0,0.0,0.0,0.5,0.0784567020470395,0.0784567020470395,0.5,-0.11440921397436243,0
1765903343.6454124,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.11775096825190956,0
1765903343.6572695,0.0,0.0,0.0,0.5,0.08130318179336676,0.08130318179336676,0.5,-0.11775096825190956,0
1765903343.6576316,0.0,0.0,0.0,0.5,0.08130886958952264,0.08130886958952264,0.5,-0.11775096825190956,0
1765903343.6580951,0.0,0.0,0.0,0.5,-0.19064572177596664,-0.19064572177596664,0.5,-0.11749763148171555,0
1765903343.662247,0.0,0.0,0.0,0.5,0.08115920193927745,0.08115920193927745,0.5,-0.11749763148171555,0
1765903343.6669035,0.0,0.0,0.0,0.5,-0.3248182100452305,-0.3248182100452305,0.5,-0.11369745504288442,0
1765903343.6702595,0.0,0.0,0.0,0.5,0.07821146783703298,0.07821146783703298,0.5,-0.11369745504288442,0
1765903343.6741624,0.0,0.0,0.0,0.5,0.07825611403064595,0.07825611403064595,0.5,-0.11369745504288442,0
1765903343.6783102,0.0,0.0,0.0,0.5,-0.02893376913797069,-0.02893376913797069,0.5,-0.1128314563206263,0
1765903343.6858153,0.0,0.0,0.0,0.5,0.07769317211755171,0.07769317211755171,0.5,-0.1128314563206263,0
1765903343.6897674,0.0,0.0,0.0,0.5,-0.5027136678937542,-0.5027136678937542,0.5,-0.10830709480103984,0
1765903343.6943157,0.0,0.0,0.0,0.5,0.07416579148703882,0.07416579148703882,0.5,-0.10830709480103984,0
1765903343.6971877,0.0,0.0,0.0,0.5,0.089201421615791,0.089201421615791,0.5,-0.10839481013161789,0
1765903343.7027946,0.0,0.0,0.0,0.5,0.07432895066097052,0.07432895066097052,0.5,-0.10839481013161789,0
1765903343.7068024,0.0,0.0,0.0,0.5,-0.025770460333898085,-0.025770460333898085,0.5,-0.1075992470695859,0
1765903343.710233,0.0,0.0,0.0,0.5,0.07377151091754305,0.07377151091754305,0.5,-0.1075992470695859,0
1765903343.7212975,0.0,0.0,0.0,0.5,0.006378512899193806,0.006378512899193806,0.5,-0.10613437493642164,0
1765903343.7238603,0.0,0.0,0.0,0.5,0.07273933908484528,0.07273933908484528,0.5,-0.10613437493642164,0
1765903343.7267869,0.0,0.0,0.0,0.5,-0.0563077816943314,-0.0563077816943314,0.5,-0.10525329907735181,0
1765903343.7289844,0.0,0.0,0.0,0.5,0.07209454421462881,0.07209454421462881,0.5,-0.10525329907735181,0
1765903343.7347221,0.0,0.0,0.0,0.5,0.07215449710712914,0.07215449710712914,0.5,-0.10525329907735181,0
1765903343.7383757,0.0,0.0,0.0,0.5,0.2301783344882898,0.2301783344882898,0.5,-0.10638483933040077,0
1765903343.7422447,0.0,0.0,0.0,0.5,0.07313903277413607,0.07313903277413607,0.5,-0.10638483933040077,0
1765903343.7534432,0.0,0.0,0.0,0.5,-0.13434715296455443,-0.13434715296455443,0.5,-0.10183512029193698,0
1765903343.7538202,0.0,0.0,0.0,0.5,0.0696181634019098,0.0696181634019098,0.5,-0.10183512029193698,0
1765903343.7584386,0.0,0.0,0.0,0.5,-0.39668049163024927,-0.39668049163024927,0.5,-0.09769530523391001,0
1765903343.7629356,0.0,0.0,0.0,0.5,0.06639343182891276,0.06639343182891276,0.5,-0.09769530523391001,0
1765903343.7683034,0.0,0.0,0.0,0.5,0.3853492240769131,0.3853492240769131,0.5,-0.10101258754730225,0
1765903343.7696888,0.0,0.0,0.0,0.5,0.06911608287033581,0.06911608287033581,0.5,-0.10101258754730225,0
1765903343.773946,0.0,0.0,0.0,0.5,0.06915872712997222,0.06915872712997222,0.5,-0.10101258754730225,0
1765903343.789852,0.0,0.0,0.0,0.5,0.013905869177614154,0.013905869177614154,0.5,-0.09930859293256478,0
1765903343.7903447,0.0,0.0,0.0,0.5,0.06795956815623991,0.06795956815623991,0.5,-0.09930859293256478,0
1765903343.791559,0.0,0.0,0.0,0.5,0.6,0.6,0.5,-0.10381652060009183,0
1765903343.799625,0.0,0.0,0.0,0.5,0.0716482396852744,0.0716482396852744,0.5,-0.10381652060009183,0
1765903343.8018532,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,-0.09934274355570483,0
1765903343.8030634,0.0,0.0,0.0,0.5,0.06811188212083998,0.06811188212083998,0.5,-0.09934274355570483,0
1765903343.8074248,0.0,0.0,0.0,0.5,-0.44320631493301504,-0.44320631493301504,0.5,-0.09475136938549222,0
1765903343.8164177,0.0,0.0,0.0,0.5,0.06456566225410121,0.06456566225410121,0.5,-0.09475136938549222,0
1765903343.8199005,0.0,0.0,0.0,0.5,0.10110001800912778,0.10110001800912778,0.5,-0.09502822444552472,0
1765903343.8238568,0.0,0.0,0.0,0.5,0.06486155929183154,0.06486155929183154,0.5,-0.09502822444552472,0
1765903343.8260646,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,-0.09182668299902064,0
1765903343.8301647,0.0,0.0,0.0,0.5,0.06235819420725797,0.06235819420725797,0.5,-0.09182668299902064,0
1765903343.8344574,0.0,0.0,0.0,0.5,0.0623968860371454,0.0623968860371454,0.5,-0.09182668299902064,0
1765903343.8386507,0.0,0.0,0.0,0.5,-0.238329995793932,-0.238329995793932,0.5,-0.08931402365366625,0
1765903343.850281,0.0,0.0,0.0,0.5,0.060528832946938164,0.060528832946938164,0.5,-0.08931402365366625,0
1765903343.8506038,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,-0.08364808559417725,0
1765903343.854184,0.0,0.0,0.0,0.5,0.0560287216349183,0.0560287216349183,0.5,-0.08364808559417725,0
1765903343.8585052,0.0,0.0,0.0,0.5,0.10376090551375444,0.10376090551375444,0.5,-0.0840615090869723,0
1765903343.8625586,0.0,0.0,0.0,0.5,0.05643063496424301,0.05643063496424301,0.5,-0.0840615090869723,0
1765903343.8673766,0.0,0.0,0.0,0.5,-0.6,-0.6,0.5,-0.07706438927423376,0
1765903343.8707962,0.0,0.0,0.0,0.5,0.050892660605602866,0.050892660605602866,0.5,-0.07706438927423376,0
1765903343.882935,0.0,0.0,0.0,2.0,-0.015538846472179457,-0.015538846472179457,2.0,-0.07544786589486252,0
1765903343.88443,0.0,0.0,0.0,2.0,0.049705886915732175,0.049705886915732175,2.0,-0.07544786589486252,0
1765903343.8871663,0.0,0.0,0.0,1.25,0.20481960170896335,0.20481960170896335,1.25,-0.07627182347433914,0
1765903343.8903637,0.0,0.0,0.0,2.0,0.05040961984546598,0.05040961984546598,2.0,-0.07627182347433914,0
1765903343.894021,0.0,0.0,0.0,2.0,0.05043860249246853,0.05043860249246853,2.0,-0.07627182347433914,0
1765903343.898408,0.0,0.0,0.0,0.5,-0.4653140587569311,-0.4653140587569311,0.5,-0.07194197745550257,0
1765903343.902551,0.0,0.0,0.0,2.0,0.04703582046916895,0.04703582046916895,2.0,-0.07194197745550257,0
