timestamp_sec,odom_linear_x,odom_angular_z,cmd_linear_x,cmd_angular_z,scan_min,scan_mean,scan_std,scan_front_min,scan_left_min,scan_right_min,traj_cross_track_error,traj_heading_error,traj_goal_distance
1776514753.6220565,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1776514753.7499595,0.028969175109048666,-0.016600366835354336,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1776514753.886258,0.02249906531597434,-0.07502763119841184,nan,nan,0.4687879681587219,2.5916874285211837,2.6914529758384496,1.155105471611023,0.4687879681587219,1.9347995519638062,nan,nan,nan
1776514753.9969773,0.020021458242455884,-0.03228004504704621,nan,nan,0.4687879681587219,2.5916874285211837,2.6914529758384496,1.155105471611023,0.4687879681587219,1.9347995519638062,nan,nan,nan
1776514754.1169882,0.01626636258894971,-0.04070096187297726,nan,nan,0.4706592559814453,2.5935078973190087,2.687670131047639,1.1696994304656982,0.4706592559814453,1.9192862510681152,nan,nan,nan
1776514754.2377949,0.012710725173509166,-0.04980958581712287,nan,nan,0.4718899130821228,2.5935428117735313,2.6891458195318085,1.1812162399291992,0.4718899130821228,1.9362099170684814,nan,nan,nan
1776514754.3514965,0.009234330813035704,-0.059661497973702175,nan,nan,0.4692423641681671,2.5969607923507247,2.6868957640183972,1.1900196075439453,0.4692423641681671,1.933409571647644,nan,nan,nan
1776514754.4663928,0.0057098519865139245,-0.07036917580596,nan,nan,0.4678955078125,2.5984177374928006,2.6911262438367043,1.1964173316955566,0.4678955078125,1.9438295364379883,nan,nan,nan
1776514754.5884402,0.0020176091404587055,-0.08198245425608099,nan,nan,0.4678955078125,2.5984177374928006,2.6911262438367043,1.1964173316955566,0.4678955078125,1.9438295364379883,nan,nan,nan
1776514754.7227423,-0.0019464509837109813,-0.09457217923602959,nan,nan,0.4729158580303192,2.5988799690593734,2.6895761261226347,1.184641718864441,0.4729158580303192,1.9304096698760986,nan,nan,nan
1776514754.832354,-0.010907873632888495,-0.1220724785519177,nan,nan,0.4623746871948242,2.607507854975781,2.705344333516577,1.19942045211792,0.4623746871948242,1.9359618425369263,nan,nan,nan
1776514754.9459252,0.03053842573598568,0.006274677431412398,nan,nan,0.4623746871948242,2.607507854975781,2.705344333516577,1.19942045211792,0.4623746871948242,1.9359618425369263,nan,nan,nan
1776514755.0659742,0.021375173706240196,-0.036255296044386646,nan,nan,0.4678080677986145,2.6098127173506254,2.7023924010479505,1.2206138372421265,0.4678080677986145,1.936021327972412,nan,nan,nan
1776514755.1803408,0.017751055381985507,-0.05487882261725553,nan,nan,0.463461309671402,2.6129843272840834,2.6993464963886167,1.2274017333984375,0.463461309671402,1.9402958154678345,nan,nan,nan
1776514755.2944422,0.011516281155922212,-0.09373453381409674,nan,nan,0.4696381092071533,2.612611913273006,2.699234336739595,1.2235101461410522,0.4696381092071533,1.9308420419692993,nan,nan,nan
1776514755.4113946,0.005979857253684898,-0.13392179740363044,nan,nan,0.4677715599536896,2.6115697506232793,2.7010176138323345,1.22602117061615,0.4677715599536896,1.9359967708587646,nan,nan,nan
1776514755.5221477,0.020607267942482924,-0.0553268079387554,nan,nan,0.4677715599536896,2.6115697506232793,2.7010176138323345,1.22602117061615,0.4677715599536896,1.9359967708587646,nan,nan,nan
1776514755.6369755,0.028892900590223255,0.008843329948160387,nan,nan,0.47545674443244934,2.6072464659741144,2.676341860856616,1.2605801820755005,0.47545674443244934,1.928556203842163,nan,nan,nan
1776514755.762401,0.07880855428096098,0.027631398030295625,nan,nan,0.47545674443244934,2.6072464659741144,2.676341860856616,1.2605801820755005,0.47545674443244934,1.928556203842163,nan,nan,nan
1776514756.1187632,0.33189103719467394,-0.5319844599287755,nan,nan,0.4814389646053314,2.6203473893499947,2.669024398573467,1.3278182744979858,0.4814389646053314,1.9123337268829346,nan,nan,nan
1776514756.2317023,0.3254869711367891,-0.7325380677158234,nan,nan,0.49465835094451904,2.6448408300186284,2.6739703874073912,1.4467121362686157,0.49465835094451904,1.901853084564209,nan,nan,nan
1776514756.3510091,0.356980644155025,-0.9823745506925822,0.6962109296242232,0.7254695037662219,0.4991576075553894,2.6758527573229096,2.6687704069688016,1.681073546409607,0.4991576075553894,1.898403286933899,nan,nan,nan
1776514756.4655287,0.4359358206144794,-0.9048563674616864,0.6868362886733673,0.7740399603822254,0.5197134613990784,2.701389391978067,2.635905692071504,1.9688011407852173,0.5197134613990784,1.8781358003616333,nan,nan,nan
1776514756.575021,0.4989753926549733,-0.8923192661884528,0.6760064761285143,0.8284723278269224,0.5392545461654663,2.7425390596085406,2.6383637406332126,1.9182251691818237,0.5392545461654663,1.869800329208374,nan,nan,nan
1776514756.6876235,0.4988361170821509,-0.9221414273214437,0.6760064761285143,0.7117144232458453,0.5450509786605835,2.7811039656979633,2.6233729971230653,1.8824303150177002,0.5450509786605835,1.8327183723449707,nan,nan,nan
1776514756.8104603,0.4775105064416716,-1.1134163152516994,0.6499768047417471,1.2125063081280385,0.5735574960708618,2.819549513017547,2.6005706854602426,1.847642183303833,0.5735574960708618,1.8209015130996704,nan,nan,nan
1776514756.9235954,0.454659126071644,-1.1313310915898587,0.6279741303901479,1.1252862203705192,0.5951344966888428,2.8547540063333114,2.572497839802867,1.807180404663086,0.5951344966888428,1.7972689867019653,nan,nan,nan
