controller,file_name,sample_count,duration_sec,approx_sample_rate_hz,rmse_cte,mae_cte,p95_abs_cte,max_abs_cte,rmse_heading,mae_heading,final_goal_distance,min_goal_distance,high_cte_ratio,mean_abs_cmd_linear,mean_abs_cmd_angular,rms_cmd_angular,success
PID,pid_sat_run1.csv,3467,174.16781949996948,19.99897008477728,0.38937436472889236,0.2805307654333179,0.7039699771761757,0.8361346607181966,0.8765255578836112,0.5615466887974602,0.058290381248079975,0.046084254954150236,0.3360253821747909,0.4516613584358048,0.7345225946063904,0.975658030023258,1
BC,bc_sat_run1.csv,2387,119.94272637367249,20.001449690033382,0.19315340433752182,0.14728475770711316,0.42926745856587284,0.5110507922504696,0.35604018482952465,0.24107838043082552,0.2979756269400183,0.29794076206606573,0.09216589861751152,0.5581473871962088,0.39733475873432883,0.550661099870774,1
